AGE,SEX,LOCATION,REGION,INJ_SEV
25,2,0,3,1
49,1,0,3,1
44,2,0,3,2
34,1,0,3,1
32,1,0,1,1
28,2,0,1,1
68,2,0,4,1
53,1,0,4,1
31,1,0,1,1
34,2,0,3,2
67,1,0,3,2
24,2,0,3,1
41,2,0,2,1
21,2,0,2,1
62,1,0,4,1
36,1,0,3,2
35,1,0,3,1
35,2,0,3,2
19,2,0,4,2
63,1,0,3,1
36,1,0,3,1
30,1,0,3,2
41,2,0,3,2
27,1,0,3,1
36,1,0,3,1
34,1,0,3,1
26,1,0,3,2
21,1,0,3,1
90,1,0,3,2
16,1,0,3,1
18,2,0,3,2
29,1,0,3,2
44,1,0,3,1
23,1,0,3,1
45,1,0,3,2
18,2,0,4,2
26,2,0,3,2
25,2,0,3,1
59,1,0,3,1
999,9,0,3,4
17,1,0,3,1
50,1,0,3,1
27,1,0,3,1
999,9,0,3,4
22,2,0,3,1
23,2,0,3,1
39,2,0,3,1
56,2,3,3,2
31,1,0,3,1
75,1,0,3,1
46,2,0,3,1
50,2,0,3,1
35,1,0,3,1
66,1,0,3,2
25,2,0,3,1
31,2,0,3,1
30,1,0,3,1
43,1,0,3,1
19,1,0,3,1
55,2,0,3,2
27,1,0,3,1
22,2,0,3,1
43,2,0,3,2
49,1,0,3,1
40,2,0,4,1
33,2,0,4,1
56,2,0,3,1
21,2,0,3,1
34,1,0,3,1
999,9,0,3,4
35,2,0,3,1
42,2,0,3,1
22,1,0,3,2
19,2,0,3,1
39,1,0,3,1
87,1,0,3,1
49,1,0,3,1
35,1,0,3,1
999,9,0,3,4
57,1,0,3,1
65,1,0,3,1
45,2,0,3,1
22,1,0,3,1
28,1,0,4,1
32,1,0,2,1
32,1,0,2,1
48,1,0,3,1
39,2,0,3,1
37,2,0,4,1
24,1,0,2,2
24,2,0,2,2
26,1,0,2,2
24,2,0,2,1
24,2,2,1,1
60,2,0,1,1
36,1,0,2,1
74,1,0,2,1
21,1,0,2,1
45,2,0,2,2
25,2,0,3,1
999,9,0,3,4
27,1,0,3,1
30,1,0,3,1
23,1,0,2,1
35,2,0,2,1
26,1,0,2,1
26,1,0,3,2
49,1,0,3,1
41,2,0,3,1
64,2,11,1,2
45,1,0,1,1
50,1,0,1,1
32,1,0,1,1
59,1,0,2,1
76,1,0,3,1
36,1,0,3,1
27,1,0,3,1
44,1,0,3,1
18,1,0,3,1
55,2,0,3,1
45,1,0,1,2
17,2,0,3,1
46,1,0,3,1
999,9,0,3,4
23,1,0,3,1
28,2,0,3,1
45,1,0,3,1
44,1,0,3,1
53,2,0,3,1
19,1,0,1,1
25,1,0,1,2
45,1,0,1,1
42,1,0,2,1
18,2,0,2,1
18,1,0,2,1
35,2,0,2,1
36,1,0,2,2
17,2,0,2,1
48,1,0,2,1
16,2,0,2,1
65,1,0,2,1
59,1,0,2,1
38,1,0,3,1
63,1,0,3,1
24,2,0,2,1
55,1,0,2,1
20,1,0,2,1
28,2,0,2,1
21,2,0,3,1
59,1,0,3,2
52,1,0,2,1
32,1,0,2,1
19,1,11,2,2
31,1,0,2,1
44,1,0,2,1
54,1,0,2,1
26,1,0,3,2
61,1,0,3,1
22,2,0,2,1
41,1,0,2,1
40,1,0,2,2
25,1,0,3,1
31,2,0,2,1
31,2,0,2,1
25,2,0,2,1
21,1,0,2,1
21,1,0,2,1
29,2,0,2,1
55,2,0,3,1
51,1,0,3,2
60,1,0,3,1
29,1,0,4,2
49,2,0,2,1
28,1,0,4,1
16,2,0,4,1
21,1,0,3,1
51,1,0,3,1
55,1,0,3,2
49,1,0,3,1
62,1,0,3,1
38,2,0,3,1
24,2,0,3,1
50,1,0,2,1
47,2,0,2,1
37,1,0,3,2
24,1,3,4,2
17,2,0,4,1
48,2,0,3,1
48,1,0,3,1
57,1,0,3,1
37,2,0,3,1
53,2,0,4,1
66,1,0,4,1
16,2,0,4,2
23,1,0,4,1
38,1,0,4,1
47,1,0,3,1
34,1,0,3,1
19,2,0,4,1
25,1,0,4,1
37,1,0,3,1
31,1,0,3,1
33,1,0,2,1
25,2,0,3,1
21,2,0,3,1
20,2,0,3,1
58,1,0,3,1
67,2,0,2,1
46,1,0,3,1
54,2,0,3,1
31,1,0,1,1
44,2,0,3,1
20,1,0,3,1
23,1,0,3,1
69,2,0,4,1
998,2,0,4,1
49,1,0,2,1
25,1,0,2,1
19,1,0,3,1
18,2,11,3,1
999,1,0,3,1
999,2,0,1,1
31,2,0,1,1
37,1,0,1,1
68,1,0,4,1
35,1,0,3,2
29,2,0,3,1
60,1,0,3,2
51,1,0,3,1
36,2,0,3,2
28,1,0,4,2
68,1,0,3,1
41,2,0,3,1
80,2,0,3,1
46,2,0,3,1
53,1,0,3,1
27,1,0,3,1
39,1,0,3,1
56,2,0,3,1
77,2,0,3,1
29,2,0,3,1
37,1,0,3,2
16,1,0,3,1
31,1,0,3,1
44,1,0,1,1
19,1,0,1,1
29,2,2,1,1
999,9,0,1,4
999,9,0,3,1
46,1,0,3,1
40,2,0,4,2
68,2,0,3,1
58,2,0,3,1
29,1,0,3,1
45,2,0,3,1
25,1,0,3,1
33,1,0,1,1
65,1,0,1,1
58,2,0,3,1
39,1,0,3,1
25,1,0,1,2
43,1,0,4,1
38,2,0,3,1
60,1,0,3,1
61,2,0,3,1
37,2,0,3,1
999,9,0,3,4
58,1,0,3,1
59,1,0,2,1
58,2,0,3,1
37,2,0,3,1
35,1,0,3,1
55,2,0,3,1
66,2,0,3,1
65,2,0,3,1
26,1,0,2,1
17,1,0,3,1
51,1,0,3,1
19,2,0,1,1
36,2,0,1,1
25,1,0,3,1
42,1,0,3,1
59,2,0,3,1
27,1,0,3,1
67,1,0,3,1
58,2,0,3,1
44,1,0,3,2
59,1,0,3,1
45,1,0,3,1
27,1,0,3,1
21,1,0,3,1
66,2,0,3,2
39,2,0,3,1
27,2,0,3,1
43,1,0,3,1
62,1,0,3,1
23,1,0,2,1
52,1,0,3,1
54,2,0,3,1
20,1,0,4,1
56,2,0,3,1
61,2,0,3,1
31,1,0,3,2
78,1,0,3,1
24,1,0,3,1
63,2,0,3,1
67,1,0,4,2
19,1,0,3,2
47,2,0,3,2
36,1,0,3,1
38,2,0,3,1
54,2,0,3,1
20,1,0,3,1
35,1,11,1,1
30,2,0,1,1
78,1,0,3,1
49,2,0,3,1
19,1,0,3,1
59,1,0,3,1
74,1,0,3,1
63,1,0,3,1
31,1,0,3,1
25,1,0,3,2
33,2,0,3,1
68,1,0,4,1
37,1,0,4,1
26,1,0,3,1
64,1,0,2,1
34,1,0,2,1
61,2,0,3,2
50,1,0,3,1
35,1,0,2,1
51,1,0,2,1
38,2,0,3,1
49,1,0,3,1
78,1,0,1,1
62,1,0,1,1
36,2,0,3,2
999,2,0,1,4
21,2,0,1,1
50,1,0,3,1
45,2,0,1,1
60,1,0,1,1
20,1,0,1,1
50,2,0,3,2
36,2,0,3,2
28,2,0,1,1
62,1,0,1,1
64,1,0,1,1
18,2,0,3,1
18,2,0,3,1
62,2,0,4,1
32,2,0,4,1
64,1,0,4,1
53,2,0,3,2
38,1,0,3,2
62,1,0,1,1
42,1,0,1,1
999,1,0,3,1
21,1,0,3,1
45,1,0,3,2
70,1,0,3,1
22,2,0,3,1
22,2,0,2,1
37,1,0,4,2
20,2,0,4,2
35,2,0,3,1
27,2,0,3,1
58,1,0,3,1
65,2,0,3,1
998,1,0,4,2
24,1,0,4,2
55,1,0,3,2
27,2,0,4,1
20,2,0,4,1
22,2,0,3,1
30,2,0,3,2
54,2,0,3,1
28,1,0,3,1
26,1,0,3,1
57,1,0,4,1
47,1,0,4,1
44,1,0,4,1
20,1,0,4,1
19,1,0,3,1
45,1,0,3,1
39,2,0,3,1
30,2,0,3,1
17,2,0,4,1
19,2,0,4,1
26,2,0,3,1
53,1,0,3,1
23,2,0,4,1
50,2,0,4,1
63,1,0,4,2
55,2,0,4,2
21,1,11,3,2
18,2,0,3,1
999,9,0,3,4
999,9,0,3,4
37,1,0,2,1
22,2,0,4,1
36,1,0,4,1
47,2,0,4,1
35,2,0,3,1
29,1,0,3,1
25,1,0,3,2
30,1,3,1,1
999,9,0,1,4
41,2,0,4,1
34,2,0,4,1
37,1,0,3,1
39,2,0,3,1
55,1,0,3,2
52,2,0,2,1
23,2,0,3,1
42,2,0,3,1
63,1,0,3,1
70,2,0,3,1
34,1,0,3,1
24,2,0,3,1
35,1,0,4,1
26,2,0,4,1
24,1,0,3,2
34,1,0,3,1
29,2,0,3,1
27,2,0,3,1
21,1,0,3,2
32,2,0,3,1
52,1,0,3,2
20,1,0,1,1
46,1,0,1,1
18,1,0,3,2
38,1,0,3,2
62,2,0,3,2
25,1,0,3,2
22,1,0,2,1
45,1,0,1,1
998,1,9,1,2
65,1,0,1,1
20,2,0,2,1
63,2,0,2,2
26,1,0,2,1
25,2,0,2,1
75,1,0,1,1
43,1,0,1,2
29,1,0,3,1
46,1,0,3,1
48,1,0,3,1
44,2,0,3,1
27,2,1,1,1
39,1,0,1,1
22,1,0,3,1
56,2,0,3,2
999,1,0,3,4
28,1,0,3,1
36,1,0,3,1
32,2,0,3,1
24,1,0,3,1
30,1,0,3,1
23,1,0,3,2
41,2,0,3,1
36,2,0,3,1
56,1,0,3,1
43,1,0,3,1
33,2,0,3,1
49,1,0,3,1
21,1,0,3,1
50,1,0,3,1
45,2,0,3,2
36,2,0,3,2
27,2,0,1,1
999,9,0,3,4
32,1,0,3,1
999,9,0,3,4
46,1,0,3,1
18,1,0,1,1
26,2,0,1,1
62,2,0,1,1
62,2,0,3,1
80,1,0,3,1
36,1,0,3,1
19,2,0,3,1
52,1,0,3,1
71,1,0,3,1
55,2,0,3,1
71,1,0,3,1
59,1,0,3,1
19,1,0,3,2
44,1,0,3,1
26,2,0,3,1
26,2,0,1,2
26,2,0,1,1
999,1,0,3,4
34,1,0,3,1
39,1,0,3,1
71,1,0,3,1
28,2,0,3,2
35,2,0,3,1
50,2,0,3,1
35,2,0,3,1
40,2,0,3,1
16,2,0,3,1
16,2,0,3,1
77,1,0,3,1
27,1,0,3,1
28,2,0,3,1
49,2,0,3,1
85,2,0,3,1
30,1,0,3,1
28,1,0,3,1
26,1,0,3,1
999,9,0,3,4
17,2,0,3,1
58,2,0,3,1
63,2,0,3,2
60,1,0,3,2
26,1,0,3,1
75,2,0,3,1
61,1,0,3,1
45,2,0,3,1
20,2,0,3,1
84,1,0,3,1
58,1,0,4,1
30,1,0,4,1
47,1,11,3,2
59,2,0,3,1
39,2,0,4,2
29,1,0,2,1
59,1,0,2,1
18,1,0,4,1
19,2,0,4,1
43,1,0,4,1
25,1,0,4,4
53,1,0,4,2
16,1,0,4,1
21,1,0,2,1
57,1,0,2,2
31,1,0,2,1
31,1,0,2,1
36,1,0,4,1
29,2,0,4,1
42,1,0,4,1
49,1,0,4,1
32,2,0,4,1
27,1,0,3,1
34,1,0,3,1
32,2,0,3,1
23,1,0,3,1
16,1,0,4,1
22,2,0,4,1
55,1,0,3,1
53,1,0,3,2
73,2,0,3,2
71,1,0,3,1
22,1,0,3,1
41,2,0,3,1
18,2,0,3,2
23,2,0,4,2
23,2,0,4,2
35,1,0,4,2
29,2,0,3,1
45,2,0,3,2
61,1,0,4,1
37,2,0,4,1
47,1,0,4,1
22,1,0,1,1
38,2,0,1,1
38,2,0,3,1
57,1,0,3,1
54,2,0,3,1
39,1,0,3,1
31,1,0,3,1
20,1,0,3,1
44,2,0,3,1
26,1,0,3,1
60,2,0,3,1
17,1,0,3,1
64,2,0,3,1
21,1,0,3,1
38,1,0,3,1
61,2,0,3,1
33,2,0,3,2
65,1,0,3,1
64,2,0,3,1
58,1,0,3,1
59,2,0,3,1
57,1,0,3,1
21,2,0,3,1
61,1,0,3,1
16,2,0,3,1
25,1,0,2,1
37,1,0,2,2
45,1,0,3,2
17,2,0,3,2
24,2,0,3,2
24,2,0,3,1
54,1,0,3,1
998,1,0,3,4
33,2,0,3,2
56,1,0,3,2
22,2,0,3,1
25,2,0,2,1
50,1,0,2,1
48,2,0,3,1
999,8,0,2,1
46,2,0,1,1
64,2,0,1,2
57,2,0,1,1
29,1,0,2,1
64,1,0,2,1
31,2,0,1,1
22,2,0,1,1
54,2,0,1,1
22,1,0,1,1
74,1,0,1,1
56,2,0,1,1
79,1,0,1,1
65,2,0,4,1
42,2,0,4,1
34,1,0,4,2
41,1,0,3,1
61,1,0,3,1
29,2,0,1,1
23,2,0,1,1
40,1,0,1,2
56,2,0,1,1
18,1,0,3,1
49,2,0,3,1
44,1,0,3,1
63,1,0,3,1
19,2,0,4,1
16,1,0,4,1
76,1,0,3,2
37,2,0,2,1
38,2,0,2,1
20,1,0,2,1
65,1,0,2,2
18,1,0,4,1
29,1,0,3,1
77,2,0,3,1
58,1,0,3,1
32,1,0,3,1
83,1,0,2,1
40,2,0,2,1
78,2,0,2,1
77,2,0,2,1
49,2,0,2,1
20,1,0,2,2
37,1,0,3,2
28,1,0,3,1
42,1,0,3,1
52,1,0,3,1
33,2,0,3,1
21,1,0,3,1
36,2,0,3,1
25,1,0,3,1
999,9,0,2,1
32,2,0,2,1
61,2,0,4,1
43,1,0,4,2
51,2,0,3,2
55,1,0,3,1
60,1,0,3,1
22,1,0,3,2
18,2,0,3,1
47,2,0,3,1
31,2,0,3,2
80,1,0,3,2
74,2,0,3,1
27,2,0,1,1
47,1,0,1,1
41,2,0,3,1
29,1,0,3,1
15,1,0,3,2
61,2,0,3,1
51,1,0,3,1
44,1,0,4,1
52,2,0,3,2
25,1,0,3,1
44,1,0,3,1
51,1,0,3,1
19,1,0,3,1
36,2,0,3,1
17,1,0,4,1
49,1,0,4,1
47,1,0,3,1
16,2,0,3,1
16,1,0,4,1
20,1,0,4,1
9,1,11,1,2
39,2,0,1,1
53,2,0,1,2
999,1,0,1,4
26,1,0,4,1
22,1,0,4,1
44,1,0,4,1
20,1,0,4,1
72,1,0,4,1
998,8,0,4,1
28,2,0,3,1
52,1,0,3,1
59,1,0,3,1
40,2,0,3,1
16,2,0,3,1
49,2,0,4,1
44,1,0,3,1
26,1,0,3,1
38,2,0,4,1
38,2,0,4,1
23,1,0,3,1
40,1,0,3,1
21,2,0,4,1
61,1,0,4,1
31,1,11,3,2
57,1,0,3,1
53,1,0,3,1
75,1,0,3,1
48,2,0,2,2
45,1,0,2,2
25,1,0,4,1
61,1,0,3,1
33,2,0,3,2
20,2,0,2,1
69,1,0,2,1
50,2,0,3,2
47,2,0,3,2
22,1,0,4,1
23,2,0,4,1
36,1,0,4,1
27,2,1,4,2
64,1,0,4,1
33,1,0,3,2
50,1,0,3,2
25,1,0,3,1
73,1,0,3,2
37,1,0,3,2
45,2,0,3,1
21,2,0,3,1
37,1,0,3,1
79,1,0,3,1
30,2,0,3,1
17,1,0,3,1
21,2,0,2,1
53,1,0,2,1
38,1,0,3,1
51,1,0,3,1
42,2,0,2,2
60,2,0,2,1
39,2,0,3,1
53,1,0,3,1
77,2,0,3,2
72,1,0,2,1
42,1,0,2,1
999,9,0,2,1
28,2,0,2,2
21,2,0,2,1
20,2,0,2,1
30,1,0,3,2
24,2,0,2,2
23,1,0,1,1
49,2,0,1,1
44,1,0,2,1
48,1,0,2,1
74,2,0,4,1
16,1,0,3,2
20,1,0,4,1
70,1,0,4,1
19,2,0,3,1
59,1,0,3,1
21,2,0,3,1
49,1,0,3,1
38,1,0,2,1
24,1,0,2,1
19,2,0,3,1
51,1,0,3,1
54,2,0,2,1
38,2,0,2,1
46,2,0,2,2
999,8,0,2,1
28,1,0,3,1
55,2,0,3,1
58,1,0,3,1
16,2,0,2,1
56,1,0,2,1
999,9,0,2,1
22,2,0,2,2
21,1,0,3,1
19,2,0,3,1
72,1,0,1,1
42,2,0,1,1
16,1,0,4,1
41,2,0,1,1
60,2,0,1,1
54,1,0,1,2
47,1,0,3,1
39,1,0,3,1
52,2,0,3,2
66,1,0,3,2
56,1,0,3,1
40,1,0,3,2
31,2,11,4,2
40,2,0,4,1
19,2,0,3,1
55,1,0,3,1
59,1,0,2,1
61,1,0,2,1
999,9,0,2,4
47,2,0,2,1
23,1,0,4,1
69,1,0,4,1
24,2,0,4,2
32,2,0,4,2
44,1,0,4,1
25,1,0,2,1
62,2,0,2,1
28,2,0,2,1
16,1,0,4,1
68,2,0,4,1
16,2,0,4,1
24,2,0,3,1
33,1,0,3,1
18,1,3,2,2
999,1,0,2,4
88,1,0,4,2
998,2,0,4,2
34,1,0,1,1
45,2,0,1,1
58,1,0,1,1
49,2,0,1,1
14,2,0,4,1
19,1,0,4,1
21,1,0,2,2
21,2,0,3,2
41,2,0,1,1
29,2,0,1,1
47,2,0,1,1
21,2,0,1,1
30,1,0,4,2
63,2,0,1,1
49,1,0,1,1
44,1,0,3,2
36,1,11,1,3
70,1,0,1,1
68,1,0,3,1
24,1,0,3,1
38,1,0,3,1
40,2,0,3,1
39,1,0,3,1
63,2,0,3,1
28,1,0,3,2
44,2,0,3,1
46,1,0,3,1
999,9,0,3,4
45,2,0,3,1
22,2,0,1,1
35,2,0,1,1
51,1,0,1,1
52,1,0,1,1
22,2,0,1,1
25,2,0,1,1
24,1,0,1,1
56,1,0,3,1
27,2,0,1,3
27,2,0,1,3
31,2,0,1,4
52,1,0,4,2
26,1,0,3,1
46,1,0,3,1
29,1,0,3,1
19,1,0,1,1
65,1,0,1,1
27,2,0,1,1
39,1,0,3,1
68,1,0,3,2
44,1,0,1,1
71,1,0,1,1
33,2,0,1,1
56,1,0,1,1
85,1,0,1,3
60,2,0,1,1
21,1,0,1,1
25,2,0,1,1
28,2,0,1,1
19,2,0,1,1
43,2,0,3,1
56,1,0,3,1
45,2,0,1,1
49,1,0,1,1
48,1,0,1,1
43,1,0,1,1
999,9,0,3,4
27,1,0,1,1
46,1,0,1,1
61,2,0,1,1
64,1,0,1,2
22,1,0,1,1
999,9,0,1,4
59,1,0,1,2
24,1,11,1,2
38,1,0,1,1
35,1,0,3,1
49,2,0,3,1
27,1,0,1,1
52,1,0,1,1
21,1,0,1,1
18,2,0,3,1
46,1,0,3,1
32,2,0,3,1
49,2,0,3,1
26,1,0,3,1
58,2,0,3,1
43,2,0,3,1
60,2,0,3,1
29,1,3,1,1
54,1,0,1,1
17,1,0,1,1
75,1,0,1,1
20,1,0,3,1
56,1,0,3,1
46,1,0,1,1
48,1,0,1,1
28,2,0,3,1
62,2,0,3,1
62,2,0,3,1
19,1,0,3,1
20,2,0,3,1
44,1,0,3,1
999,9,0,3,4
27,1,0,3,1
80,2,0,3,1
50,1,0,3,1
37,1,0,3,1
65,2,0,3,1
81,1,0,3,1
46,2,0,3,1
27,2,0,3,1
47,1,0,3,1
46,1,0,3,1
59,1,0,3,2
34,2,0,3,1
42,1,0,3,1
63,1,0,3,1
46,2,0,3,1
58,2,0,1,1
35,1,0,1,1
27,2,0,3,1
70,1,0,3,1
53,1,0,3,1
42,1,0,3,1
29,1,0,3,1
36,2,0,3,1
44,1,0,3,2
58,1,0,3,1
23,2,0,3,1
33,1,0,3,2
67,2,0,3,1
999,9,0,3,4
37,1,0,3,1
20,2,0,3,1
27,2,0,3,1
56,1,0,3,1
44,2,0,3,1
18,2,0,3,1
38,2,0,3,1
21,1,0,3,1
56,2,0,3,1
41,2,0,3,1
59,1,0,3,1
87,2,0,3,1
53,1,0,3,1
16,2,0,3,1
17,2,0,3,1
35,2,0,3,1
36,1,0,3,2
21,2,0,3,1
31,1,0,3,1
999,9,0,3,4
33,2,0,3,1
51,1,0,3,1
71,1,0,3,1
37,1,0,3,1
42,1,0,3,1
54,1,0,3,1
55,1,0,3,1
31,1,0,3,1
32,1,0,3,1
49,1,0,3,1
29,2,0,3,1
999,1,0,2,1
23,2,0,2,1
23,2,0,2,1
72,1,0,3,1
18,2,0,3,2
26,2,0,3,1
57,1,0,2,1
42,2,0,2,1
38,1,0,1,1
70,1,0,1,2
32,2,0,1,1
28,2,0,1,1
29,1,0,1,1
33,2,0,3,1
63,1,0,3,1
45,1,0,3,1
67,2,0,3,1
29,2,0,3,2
48,1,0,3,2
23,1,0,1,1
60,2,0,1,1
42,1,0,1,1
20,1,0,1,2
59,1,0,1,1
43,2,0,1,1
19,1,0,1,1
57,1,0,1,3
20,2,0,3,1
45,1,0,3,1
25,1,0,1,2
19,1,0,1,1
41,2,0,1,1
57,1,0,1,3
19,1,0,3,1
22,1,0,3,1
27,1,0,3,1
65,2,0,3,1
35,2,0,3,1
41,1,0,3,1
999,1,0,3,4
47,1,0,3,1
35,1,0,3,1
46,2,0,3,1
59,1,0,3,1
65,2,0,3,1
44,1,0,3,1
39,1,0,3,2
54,1,0,3,2
20,2,0,3,1
37,2,0,3,1
41,2,0,4,1
39,2,0,4,1
23,2,0,4,1
48,2,0,4,1
40,2,0,3,1
22,1,0,3,1
74,1,0,3,1
27,1,0,3,2
84,2,0,3,1
29,2,0,3,1
35,1,11,3,2
999,9,0,3,4
31,1,0,3,1
17,1,0,3,1
19,1,0,3,1
22,2,0,4,1
47,1,0,4,1
17,2,0,3,1
26,1,0,3,2
19,2,0,3,1
69,1,0,3,1
83,1,0,3,1
45,1,0,3,1
58,1,0,3,1
58,1,0,3,2
26,1,0,3,1
19,2,0,3,1
53,2,0,3,1
64,1,0,3,1
26,2,0,3,1
44,1,0,3,1
25,2,0,3,1
27,2,0,3,1
66,1,11,3,2
27,1,0,3,1
52,1,0,3,1
61,2,0,3,1
20,1,0,3,1
47,1,0,4,1
999,2,0,3,4
33,1,0,3,1
37,1,0,4,1
81,2,0,4,1
23,1,0,3,1
25,2,0,4,1
58,2,0,4,1
32,1,0,3,1
23,1,0,3,1
24,1,1,1,2
57,1,0,1,1
47,2,0,3,1
30,2,0,3,1
72,1,0,3,1
28,1,0,4,1
35,2,0,4,1
21,1,0,3,2
32,2,0,3,1
39,1,0,3,1
36,1,0,4,1
61,1,0,4,1
20,1,0,3,2
34,2,0,3,2
25,1,0,3,2
22,1,0,3,1
23,1,0,3,1
39,1,0,4,1
78,1,0,4,1
30,1,0,3,1
49,1,0,3,2
999,2,11,1,1
46,1,0,1,1
30,1,0,4,1
51,1,0,4,1
74,1,0,4,1
20,2,0,4,1
54,2,0,4,1
23,2,0,4,1
37,1,0,4,1
50,1,0,3,2
43,1,0,4,1
35,1,0,4,1
38,2,0,3,1
24,2,0,3,1
53,1,0,3,1
48,1,0,3,1
39,2,0,4,1
19,1,0,4,1
27,1,11,1,1
62,1,0,1,1
54,1,0,4,1
29,2,0,4,1
26,2,0,4,1
20,1,0,3,1
48,1,0,4,1
53,2,0,4,1
22,2,0,3,1
25,2,0,3,1
18,2,0,1,1
74,1,0,1,1
999,9,0,3,4
21,2,0,3,1
51,1,0,3,1
29,1,0,3,4
60,2,0,3,1
24,1,0,3,1
19,1,0,3,2
22,1,0,4,1
33,2,0,3,1
47,2,0,3,1
26,1,0,3,1
56,2,0,4,1
17,2,0,4,1
17,1,0,2,1
41,1,0,2,1
30,1,0,3,1
55,2,0,3,1
20,1,3,3,2
53,1,0,3,1
41,1,0,3,1
40,2,0,3,1
27,1,0,3,1
37,2,0,3,1
31,1,0,3,1
29,1,0,3,2
73,1,0,3,1
63,2,0,3,1
36,1,0,4,1
20,1,0,4,1
25,2,0,2,1
15,1,0,3,1
64,2,0,3,1
35,1,0,3,1
19,2,0,4,1
47,1,0,4,1
27,1,0,3,2
30,2,0,3,1
999,9,0,3,4
68,2,0,1,1
68,1,0,1,1
46,1,0,1,1
999,9,0,1,4
53,1,0,3,1
19,2,0,3,1
23,2,0,3,1
27,1,0,3,1
22,1,0,4,2
71,1,0,4,1
31,1,0,4,2
21,1,0,4,2
39,1,0,4,1
54,1,3,1,1
999,9,0,1,4
28,2,0,3,1
43,2,0,3,1
44,1,14,4,1
999,1,0,4,4
51,2,0,4,1
44,2,0,4,1
15,1,0,4,2
27,2,0,3,1
30,1,0,3,1
41,1,0,3,1
80,1,0,3,1
17,2,0,3,1
62,2,0,3,1
34,1,0,3,1
52,2,9,1,1
41,2,0,1,1
33,1,0,3,1
28,2,0,3,1
66,1,0,3,1
52,2,0,3,1
17,2,0,3,1
24,1,0,3,1
51,1,0,3,2
20,2,0,3,1
65,2,99,1,1
70,1,0,1,1
56,2,3,3,2
52,1,0,3,1
47,1,0,1,1
51,1,0,1,2
21,2,0,3,1
71,1,0,3,1
71,1,0,3,1
60,1,0,3,1
32,2,0,3,1
45,1,0,1,1
46,1,0,1,1
39,1,0,3,1
32,2,0,3,1
24,1,0,3,1
29,1,0,1,1
22,2,0,1,1
20,1,0,3,1
55,2,0,3,1
25,2,0,3,1
61,2,0,3,1
25,2,0,3,1
25,2,0,3,1
27,2,0,3,1
45,1,0,3,1
36,2,0,3,1
52,1,0,3,1
19,1,0,3,1
58,1,0,3,1
17,2,3,3,2
77,2,0,3,1
60,1,11,3,2
24,2,0,3,1
20,1,0,4,1
18,2,99,1,1
999,9,0,1,4
80,1,0,4,1
44,1,0,4,2
22,1,0,3,1
47,1,0,3,1
60,1,0,3,1
52,1,0,3,1
21,1,0,3,1
52,2,0,2,1
23,2,0,2,1
22,1,0,3,1
47,1,0,3,1
62,2,0,3,1
44,1,0,3,1
35,2,0,3,1
39,1,0,3,1
24,1,0,3,1
48,1,0,3,1
11,1,11,1,2
55,1,0,1,1
59,2,3,1,2
30,2,0,1,1
31,2,0,1,1
31,1,0,1,1
24,1,0,1,1
43,2,0,3,1
61,1,0,3,1
42,2,0,3,1
26,2,0,3,1
32,1,0,3,1
33,1,0,3,1
19,1,0,3,1
41,1,0,1,2
24,2,0,1,2
26,2,0,3,1
60,1,0,3,1
21,1,0,1,1
34,1,0,1,1
17,2,0,2,1
55,1,0,2,1
41,1,0,3,1
47,2,0,3,1
48,1,1,1,1
45,1,0,1,1
53,2,0,3,1
54,1,0,3,1
37,1,0,1,1
51,1,0,1,1
44,2,0,3,1
998,2,0,2,1
63,2,0,2,1
62,1,0,3,1
26,1,0,3,1
58,2,0,3,1
54,2,0,3,1
52,2,0,3,1
69,1,0,3,1
54,1,0,3,1
41,1,0,3,1
64,2,0,3,1
52,1,0,3,1
69,1,0,3,1
22,2,0,3,1
8,1,11,4,2
21,2,0,4,1
63,1,0,4,1
59,1,0,4,1
20,2,0,3,1
28,1,0,3,1
20,2,0,4,1
998,2,0,4,1
60,1,0,4,1
34,2,0,4,1
29,1,0,4,1
54,2,0,4,1
30,2,0,3,1
79,1,0,3,1
76,2,0,3,1
24,1,0,3,1
47,1,0,2,1
49,1,0,2,1
39,2,0,2,1
54,2,0,4,1
22,1,0,3,1
35,2,0,3,1
999,1,0,3,1
51,1,0,3,1
43,1,0,3,1
42,1,0,3,1
999,1,0,3,1
16,1,0,3,1
25,1,0,2,2
18,1,0,2,1
54,1,0,4,1
42,2,0,4,1
24,1,0,3,1
41,1,0,3,1
8,1,11,3,2
58,1,0,3,1
29,2,0,2,1
45,1,0,2,2
52,2,0,3,1
34,2,0,3,1
16,2,0,2,1
44,2,0,2,1
37,1,0,3,1
17,2,0,3,1
55,2,0,4,1
23,1,0,4,2
21,1,0,2,1
51,2,0,2,1
21,1,0,2,1
39,2,0,2,1
22,2,0,4,1
40,2,0,2,1
43,2,0,2,1
60,1,0,2,1
29,1,0,2,1
45,2,0,1,1
23,1,0,1,2
29,2,0,3,1
20,1,0,3,1
22,1,0,2,1
21,2,0,2,1
18,2,0,2,1
41,1,0,2,1
36,2,0,2,1
32,2,0,2,2
38,2,0,2,1
37,1,0,2,1
53,1,0,2,1
24,2,0,2,1
44,1,0,2,2
52,1,0,2,1
52,1,0,2,2
23,2,0,3,2
21,1,0,4,1
20,1,0,4,1
78,1,11,1,1
45,2,0,1,1
35,1,0,4,1
24,1,0,4,1
58,1,0,2,1
60,1,0,2,1
31,1,0,3,2
57,1,0,3,2
